card_id,card_number,card_number_masked,customer_id,issue_date,card_type,card_status,card_country,risk_segment
C0000225,4616443207349456,XXXX-XXXX-XXXX-9456,U267038,2023-01-15,CREDIT,ACTIVE,IN,MEDIUM
C0000226,4168877151169026,XXXX-XXXX-XXXX-9026,U943001,2023-07-21,DEBIT,ACTIVE,US,LOW
C0000227,4936734366671879,XXXX-XXXX-XXXX-1879,U349221,2024-08-18,CREDIT,ACTIVE,IN,LOW
C0000228,4592952405457339,XXXX-XXXX-XXXX-7339,U305170,2023-05-08,DEBIT,BLOCKED,US,MEDIUM
C0000229,4282844755616376,XXXX-XXXX-XXXX-6376,U745472,2020-04-12,CREDIT,ACTIVE,GB,LOW
C0000230,4637931930894560,XXXX-XXXX-XXXX-4560,U870605,2023-08-02,DEBIT,ACTIVE,US,HIGH
C0000231,4704893709126310,XXXX-XXXX-XXXX-6310,U639161,2021-12-23,CREDIT,ACTIVE,GB,LOW
C0000232,4215495979675324,XXXX-XXXX-XXXX-5324,U770682,2021-08-17,DEBIT,ACTIVE,GB,MEDIUM
C0000233,4732432725861311,XXXX-XXXX-XXXX-1311,U606904,2020-07-07,PREPAID,ACTIVE,IN,LOW
C0000234,4529381890533280,XXXX-XXXX-XXXX-3280,U894542,2023-05-22,CREDIT,ACTIVE,IN,LOW
C0000235,4802201474257605,XXXX-XXXX-XXXX-7605,U450171,2021-04-09,DEBIT,ACTIVE,US,MEDIUM
C0000236,4069934228081490,XXXX-XXXX-XXXX-1490,U533010,2021-02-12,CREDIT,ACTIVE,IN,MEDIUM
C0000237,4276842407537822,XXXX-XXXX-XXXX-7822,U405664,2021-09-05,DEBIT,ACTIVE,IN,LOW
C0000238,4751771746879098,XXXX-XXXX-XXXX-9098,U382461,2020-11-08,DEBIT,ACTIVE,IN,LOW
C0000239,4900782359972728,XXXX-XXXX-XXXX-2728,U585399,2023-07-21,PREPAID,ACTIVE,US,MEDIUM
C0000240,4998814715126236,XXXX-XXXX-XXXX-6236,U652164,2022-01-19,PREPAID,ACTIVE,US,LOW
C0000241,4710480158058897,XXXX-XXXX-XXXX-8897,U622585,2022-03-22,CREDIT,ACTIVE,US,LOW
C0000242,4836609895126425,XXXX-XXXX-XXXX-6425,U197791,2023-04-26,CREDIT,ACTIVE,CA,MEDIUM
C0000243,4118538898992251,XXXX-XXXX-XXXX-2251,U244293,2021-06-18,DEBIT,ACTIVE,US,HIGH
C0000244,4344639945544318,XXXX-XXXX-XXXX-4318,U601301,2022-11-10,DEBIT,ACTIVE,IN,HIGH
C0000245,4765544028792962,XXXX-XXXX-XXXX-2962,U153462,2023-11-19,CREDIT,ACTIVE,IN,MEDIUM
C0000246,4264709213389791,XXXX-XXXX-XXXX-9791,U921955,2023-07-31,CREDIT,ACTIVE,IN,LOW
C0000247,4342219645181400,XXXX-XXXX-XXXX-1400,U605497,2021-03-25,DEBIT,ACTIVE,IN,MEDIUM
C0000248,4771845788226083,XXXX-XXXX-XXXX-6083,U440485,2023-06-08,DEBIT,ACTIVE,US,HIGH
C0000249,4882950386448351,XXXX-XXXX-XXXX-8351,U287951,2020-12-19,CREDIT,ACTIVE,IN,LOW
C0000250,4747061562353383,XXXX-XXXX-XXXX-3383,U434388,2021-02-06,DEBIT,ACTIVE,US,MEDIUM
C0000251,4526436422521888,XXXX-XXXX-XXXX-1888,U764701,2023-03-19,PREPAID,ACTIVE,IN,HIGH
C0000252,4245879929970715,XXXX-XXXX-XXXX-0715,U756832,2020-05-27,DEBIT,ACTIVE,IN,LOW
C0000253,4403524638287545,XXXX-XXXX-XXXX-7545,U314185,2021-05-07,CREDIT,ACTIVE,AE,LOW
C0000254,4274131185606013,XXXX-XXXX-XXXX-6013,U329255,2021-04-13,PREPAID,ACTIVE,IN,MEDIUM
C0000255,4632023991951350,XXXX-XXXX-XXXX-1350,U330244,2020-02-29,DEBIT,ACTIVE,GB,LOW
C0000256,4917386142323927,XXXX-XXXX-XXXX-3927,U865896,2021-02-25,DEBIT,ACTIVE,AE,LOW
C0000257,4098966189168483,XXXX-XXXX-XXXX-8483,U583903,2023-07-15,DEBIT,ACTIVE,SG,MEDIUM
C0000258,4441210567149752,XXXX-XXXX-XXXX-9752,U889009,2020-11-14,CREDIT,ACTIVE,GB,LOW
C0000259,4423601178435274,XXXX-XXXX-XXXX-5274,U988104,2021-02-09,CREDIT,ACTIVE,US,LOW
C0000260,4786889610068321,XXXX-XXXX-XXXX-8321,U921837,2023-09-18,CREDIT,ACTIVE,US,LOW
C0000261,4336947952322467,XXXX-XXXX-XXXX-2467,U508411,2024-06-21,CREDIT,ACTIVE,CA,LOW
C0000262,4638216592933555,XXXX-XXXX-XXXX-3555,U526538,2020-04-30,DEBIT,ACTIVE,AE,LOW
C0000263,4516567877929866,XXXX-XXXX-XXXX-9866,U640578,2021-10-12,PREPAID,ACTIVE,IN,MEDIUM
C0000264,4336852353962074,XXXX-XXXX-XXXX-2074,U645725,2021-05-15,CREDIT,ACTIVE,IN,MEDIUM
C0000265,4320215635236584,XXXX-XXXX-XXXX-6584,U644888,2022-04-22,DEBIT,ACTIVE,AE,LOW
C0000266,4396434163688412,XXXX-XXXX-XXXX-8412,U950632,2024-01-14,CREDIT,ACTIVE,AE,MEDIUM
C0000267,4734758857050508,XXXX-XXXX-XXXX-0508,U368147,2021-01-02,CREDIT,ACTIVE,IN,LOW
C0000268,4027183403934076,XXXX-XXXX-XXXX-4076,U962662,2022-01-22,CREDIT,ACTIVE,US,LOW
C0000269,4123104495327100,XXXX-XXXX-XXXX-7100,U155032,2022-12-24,DEBIT,ACTIVE,AE,LOW
C0000270,4578601284959713,XXXX-XXXX-XXXX-9713,U226924,2021-03-23,PREPAID,ACTIVE,IN,LOW
C0000271,4290962117729723,XXXX-XXXX-XXXX-9723,U219851,2020-06-02,DEBIT,ACTIVE,CA,LOW
C0000272,4132545279190301,XXXX-XXXX-XXXX-0301,U844528,2023-06-03,CREDIT,ACTIVE,SG,LOW
C0000273,4439995221255802,XXXX-XXXX-XXXX-5802,U944917,2023-04-26,DEBIT,ACTIVE,US,LOW
C0000274,4796567814174207,XXXX-XXXX-XXXX-4207,U334633,2021-12-18,DEBIT,ACTIVE,IN,MEDIUM
C0000275,4645838564091535,XXXX-XXXX-XXXX-1535,U893321,2020-05-12,CREDIT,ACTIVE,IN,MEDIUM
C0000276,4909781115366504,XXXX-XXXX-XXXX-6504,U365516,2024-08-01,DEBIT,ACTIVE,US,LOW
C0000277,4155116235465688,XXXX-XXXX-XXXX-5688,U932266,2020-08-17,CREDIT,ACTIVE,US,LOW
C0000278,4446830514507512,XXXX-XXXX-XXXX-7512,U468131,2022-01-09,DEBIT,ACTIVE,GB,LOW
C0000279,4845428297490867,XXXX-XXXX-XXXX-0867,U517472,2022-07-16,CREDIT,ACTIVE,US,LOW
C0000280,4927969297857214,XXXX-XXXX-XXXX-7214,U542630,2024-06-18,CREDIT,ACTIVE,IN,LOW
C0000281,4668614815915286,XXXX-XXXX-XXXX-5286,U563176,2024-04-15,CREDIT,ACTIVE,CA,LOW
C0000282,4180884259805889,XXXX-XXXX-XXXX-5889,U295224,2020-09-01,DEBIT,ACTIVE,GB,MEDIUM
C0000283,4709460321490951,XXXX-XXXX-XXXX-0951,U293942,2022-08-26,DEBIT,ACTIVE,IN,LOW
C0000284,4326233952881952,XXXX-XXXX-XXXX-1952,U677404,2021-06-07,CREDIT,ACTIVE,SG,LOW
C0000285,4156397560934122,XXXX-XXXX-XXXX-4122,U542881,2023-12-15,PREPAID,ACTIVE,IN,LOW
C0000286,4262866387996822,XXXX-XXXX-XXXX-6822,U624199,2023-06-30,PREPAID,ACTIVE,US,MEDIUM
C0000287,4401979329339935,XXXX-XXXX-XXXX-9935,U390191,2020-12-12,CREDIT,ACTIVE,IN,LOW
C0000288,4985614489712415,XXXX-XXXX-XXXX-2415,U986541,2024-04-11,CREDIT,ACTIVE,IN,LOW
C0000289,4080585607779061,XXXX-XXXX-XXXX-9061,U256958,2022-05-09,CREDIT,ACTIVE,GB,LOW
C0000290,4330675275434240,XXXX-XXXX-XXXX-4240,U214503,2022-01-01,CREDIT,ACTIVE,IN,MEDIUM
C0000291,4984665539811887,XXXX-XXXX-XXXX-1887,U259163,2020-02-05,DEBIT,ACTIVE,US,LOW
C0000292,4064940101036872,XXXX-XXXX-XXXX-6872,U149441,2024-04-18,DEBIT,ACTIVE,IN,LOW
C0000293,4228884446885817,XXXX-XXXX-XXXX-5817,U707383,2022-01-22,DEBIT,ACTIVE,SG,LOW
C0000294,4178605939915481,XXXX-XXXX-XXXX-5481,U913512,2021-07-27,DEBIT,ACTIVE,US,MEDIUM
C0000295,4196475994265494,XXXX-XXXX-XXXX-5494,U963712,2024-06-08,CREDIT,ACTIVE,US,LOW
C0000296,4224417337957404,XXXX-XXXX-XXXX-7404,U141366,2020-06-27,CREDIT,ACTIVE,IN,LOW
C0000297,4247666104043522,XXXX-XXXX-XXXX-3522,U668428,2023-08-13,CREDIT,ACTIVE,IN,LOW
C0000298,4603396948616208,XXXX-XXXX-XXXX-6208,U321009,2020-10-30,DEBIT,ACTIVE,IN,LOW
C0000299,4139698244150425,XXXX-XXXX-XXXX-0425,U610675,2024-04-22,DEBIT,ACTIVE,IN,HIGH
C0000300,4951915092705183,XXXX-XXXX-XXXX-5183,U110846,2024-01-24,PREPAID,ACTIVE,CA,LOW
C0000301,4789330781567630,XXXX-XXXX-XXXX-7630,U160034,2023-12-15,CREDIT,ACTIVE,IN,LOW
C0000302,4153576626675017,XXXX-XXXX-XXXX-5017,U765792,2023-04-20,CREDIT,ACTIVE,US,LOW
C0000303,4544733122140750,XXXX-XXXX-XXXX-0750,U935087,2024-07-06,CREDIT,ACTIVE,IN,LOW
C0000304,4463915931177282,XXXX-XXXX-XXXX-7282,U948310,2022-06-04,DEBIT,ACTIVE,IN,MEDIUM
C0000305,4785292416997341,XXXX-XXXX-XXXX-7341,U630848,2022-11-17,PREPAID,ACTIVE,US,HIGH
C0000306,4150594508815423,XXXX-XXXX-XXXX-5423,U179561,2023-02-14,DEBIT,ACTIVE,US,MEDIUM
C0000307,4140252851226741,XXXX-XXXX-XXXX-6741,U560324,2021-07-23,CREDIT,ACTIVE,AE,LOW
C0000308,4952962514178009,XXXX-XXXX-XXXX-8009,U685714,2020-11-18,CREDIT,ACTIVE,IN,LOW
C0000309,4187086875331158,XXXX-XXXX-XXXX-1158,U219428,2020-03-21,DEBIT,ACTIVE,IN,LOW
C0000310,4521872688605417,XXXX-XXXX-XXXX-5417,U351672,2021-12-24,CREDIT,ACTIVE,US,LOW
C0000311,4413310137770320,XXXX-XXXX-XXXX-0320,U507024,2021-02-26,CREDIT,ACTIVE,AE,LOW
C0000312,4530432052808468,XXXX-XXXX-XXXX-8468,U634163,2020-09-03,CREDIT,ACTIVE,IN,LOW
C0000313,4097157828200218,XXXX-XXXX-XXXX-0218,U850586,2024-05-21,DEBIT,ACTIVE,GB,LOW
C0000314,4787545016847696,XXXX-XXXX-XXXX-7696,U669118,2021-04-03,PREPAID,ACTIVE,IN,LOW
C0000315,4536161467439291,XXXX-XXXX-XXXX-9291,U814347,2021-07-25,PREPAID,ACTIVE,US,MEDIUM
C0000316,4323890031495124,XXXX-XXXX-XXXX-5124,U531818,2020-09-14,CREDIT,ACTIVE,IN,HIGH
C0000317,4985342658099780,XXXX-XXXX-XXXX-9780,U809870,2022-05-06,DEBIT,ACTIVE,SG,LOW
C0000318,4971129739519869,XXXX-XXXX-XXXX-9869,U332951,2024-02-06,CREDIT,ACTIVE,IN,MEDIUM
C0000319,4862653898895045,XXXX-XXXX-XXXX-5045,U396275,2022-06-21,PREPAID,ACTIVE,IN,LOW
C0000320,4391835630584032,XXXX-XXXX-XXXX-4032,U280164,2023-04-29,DEBIT,ACTIVE,IN,LOW
C0000321,4400503488606800,XXXX-XXXX-XXXX-6800,U373118,2023-05-03,CREDIT,ACTIVE,AE,LOW
C0000322,4213820419562658,XXXX-XXXX-XXXX-2658,U910081,2021-12-30,DEBIT,ACTIVE,IN,LOW
C0000323,4678447471103426,XXXX-XXXX-XXXX-3426,U409585,2020-08-10,CREDIT,ACTIVE,US,MEDIUM
C0000324,4713576851264158,XXXX-XXXX-XXXX-4158,U993526,2022-04-10,DEBIT,ACTIVE,US,LOW
C0000325,4449386131093415,XXXX-XXXX-XXXX-3415,U412907,2020-01-25,PREPAID,ACTIVE,IN,LOW
C0000326,4240243356267594,XXXX-XXXX-XXXX-7594,U346515,2023-11-02,DEBIT,ACTIVE,IN,LOW
C0000327,4980203390070328,XXXX-XXXX-XXXX-0328,U407517,2021-07-11,DEBIT,ACTIVE,IN,MEDIUM
C0000328,4990793511995994,XXXX-XXXX-XXXX-5994,U935672,2020-03-17,CREDIT,ACTIVE,GB,MEDIUM
C0000329,4733408442725042,XXXX-XXXX-XXXX-5042,U531032,2024-03-02,DEBIT,ACTIVE,AE,LOW
C0000330,4929234928180680,XXXX-XXXX-XXXX-0680,U184907,2024-04-25,CREDIT,ACTIVE,US,LOW
C0000331,4668767701869942,XXXX-XXXX-XXXX-9942,U765290,2023-09-20,CREDIT,ACTIVE,IN,LOW
C0000332,4414178517929788,XXXX-XXXX-XXXX-9788,U138212,2023-01-25,DEBIT,ACTIVE,IN,MEDIUM
C0000333,4185102703404482,XXXX-XXXX-XXXX-4482,U874995,2024-02-28,DEBIT,ACTIVE,US,LOW
C0000334,4257363744694677,XXXX-XXXX-XXXX-4677,U552410,2020-03-25,DEBIT,ACTIVE,IN,MEDIUM
C0000335,4965042567211518,XXXX-XXXX-XXXX-1518,U702526,2024-07-06,CREDIT,ACTIVE,AE,LOW
C0000336,4526455583429265,XXXX-XXXX-XXXX-9265,U252980,2021-01-20,CREDIT,ACTIVE,SG,LOW
C0000337,4353245638628182,XXXX-XXXX-XXXX-8182,U444957,2023-05-10,DEBIT,ACTIVE,AE,LOW
C0000338,4512232948845088,XXXX-XXXX-XXXX-5088,U332701,2020-04-28,DEBIT,ACTIVE,SG,LOW
C0000339,4260633232656629,XXXX-XXXX-XXXX-6629,U208548,2022-09-25,CREDIT,ACTIVE,IN,LOW
C0000340,4999757639987215,XXXX-XXXX-XXXX-7215,U509816,2021-06-18,CREDIT,ACTIVE,IN,LOW
C0000341,4584479296328725,XXXX-XXXX-XXXX-8725,U689324,2024-05-29,DEBIT,ACTIVE,US,LOW
C0000342,4190045510573077,XXXX-XXXX-XXXX-3077,U908536,2023-12-31,CREDIT,ACTIVE,IN,MEDIUM
C0000343,4102543390152533,XXXX-XXXX-XXXX-2533,U629583,2023-01-19,DEBIT,ACTIVE,GB,MEDIUM
C0000344,4136468505474881,XXXX-XXXX-XXXX-4881,U388144,2024-05-14,CREDIT,ACTIVE,IN,LOW
C0000345,4543382545493683,XXXX-XXXX-XXXX-3683,U698132,2021-10-18,DEBIT,ACTIVE,US,LOW
C0000346,4345376927792444,XXXX-XXXX-XXXX-2444,U580514,2024-08-22,DEBIT,ACTIVE,CA,LOW
C0000347,4122919097977718,XXXX-XXXX-XXXX-7718,U920664,2023-09-11,DEBIT,ACTIVE,US,HIGH
C0000348,4458370188548004,XXXX-XXXX-XXXX-8004,U183506,2022-01-24,DEBIT,ACTIVE,US,MEDIUM
C0000349,4834068693615620,XXXX-XXXX-XXXX-5620,U638356,2022-12-05,CREDIT,ACTIVE,AE,MEDIUM
C0000350,4036420990380448,XXXX-XXXX-XXXX-0448,U600570,2023-04-20,CREDIT,ACTIVE,IN,LOW
C0000351,4896983390232162,XXXX-XXXX-XXXX-2162,U734087,2023-04-11,DEBIT,ACTIVE,SG,MEDIUM
C0000352,4199792750980832,XXXX-XXXX-XXXX-0832,U363080,2020-11-25,CREDIT,ACTIVE,IN,LOW
C0000353,4694100395239720,XXXX-XXXX-XXXX-9720,U165538,2023-05-23,DEBIT,ACTIVE,GB,HIGH
C0000354,4756492109123131,XXXX-XXXX-XXXX-3131,U524475,2021-02-12,DEBIT,ACTIVE,US,LOW
C0000355,4292775981674860,XXXX-XXXX-XXXX-4860,U669779,2024-03-06,PREPAID,ACTIVE,IN,LOW
C0000356,4352111478787621,XXXX-XXXX-XXXX-7621,U358725,2021-04-11,CREDIT,ACTIVE,SG,LOW
C0000357,4952940669781745,XXXX-XXXX-XXXX-1745,U123914,2021-11-16,DEBIT,ACTIVE,CA,LOW
C0000358,4198111331381223,XXXX-XXXX-XXXX-1223,U616276,2021-12-15,CREDIT,ACTIVE,AE,LOW
C0000359,4735994283924979,XXXX-XXXX-XXXX-4979,U186276,2023-03-18,CREDIT,ACTIVE,US,LOW
C0000360,4170316974963248,XXXX-XXXX-XXXX-3248,U162224,2022-05-28,DEBIT,ACTIVE,IN,MEDIUM
C0000361,4707538355307278,XXXX-XXXX-XXXX-7278,U167816,2020-05-31,DEBIT,ACTIVE,AE,LOW
C0000362,4548267679224703,XXXX-XXXX-XXXX-4703,U483619,2021-04-29,CREDIT,ACTIVE,CA,LOW
C0000363,4572158307037955,XXXX-XXXX-XXXX-7955,U950503,2020-03-28,CREDIT,ACTIVE,US,MEDIUM
C0000364,4263318274697632,XXXX-XXXX-XXXX-7632,U476716,2020-04-14,CREDIT,ACTIVE,IN,LOW
C0000365,4765772508523665,XXXX-XXXX-XXXX-3665,U878387,2021-09-12,DEBIT,ACTIVE,US,LOW
C0000366,4693859671254519,XXXX-XXXX-XXXX-4519,U862898,2020-06-15,DEBIT,ACTIVE,IN,MEDIUM
C0000367,4177279871862375,XXXX-XXXX-XXXX-2375,U342587,2020-03-17,CREDIT,ACTIVE,US,MEDIUM
C0000368,4359205611818443,XXXX-XXXX-XXXX-8443,U109841,2021-06-04,PREPAID,ACTIVE,IN,LOW
C0000369,4390945552555951,XXXX-XXXX-XXXX-5951,U650659,2022-10-10,CREDIT,ACTIVE,SG,MEDIUM
C0000370,4247265267442035,XXXX-XXXX-XXXX-2035,U600289,2023-06-22,DEBIT,ACTIVE,US,HIGH
C0000371,4499404169122974,XXXX-XXXX-XXXX-2974,U277237,2022-07-02,CREDIT,ACTIVE,IN,LOW
C0000372,4067378507431369,XXXX-XXXX-XXXX-1369,U938314,2023-07-21,DEBIT,ACTIVE,IN,HIGH
C0000373,4928737257001238,XXXX-XXXX-XXXX-1238,U195434,2020-04-26,CREDIT,ACTIVE,GB,MEDIUM
C0000374,4718348792648918,XXXX-XXXX-XXXX-8918,U627558,2022-03-07,CREDIT,ACTIVE,US,MEDIUM
C0000375,4412644371283224,XXXX-XXXX-XXXX-3224,U704387,2023-07-09,PREPAID,ACTIVE,IN,LOW
C0000376,4481378381243378,XXXX-XXXX-XXXX-3378,U614412,2020-04-08,DEBIT,ACTIVE,US,MEDIUM
C0000377,4621427202160490,XXXX-XXXX-XXXX-0490,U270316,2022-12-26,CREDIT,ACTIVE,US,LOW
C0000378,4101191046007776,XXXX-XXXX-XXXX-7776,U345840,2023-12-06,CREDIT,ACTIVE,IN,LOW
C0000379,4182192217375273,XXXX-XXXX-XXXX-5273,U113494,2023-06-01,CREDIT,ACTIVE,US,LOW
C0000380,4446248373057271,XXXX-XXXX-XXXX-7271,U877696,2020-03-01,CREDIT,ACTIVE,IN,LOW
C0000381,4375791930257233,XXXX-XXXX-XXXX-7233,U244548,2021-09-26,PREPAID,ACTIVE,IN,LOW
C0000382,4338300370842258,XXXX-XXXX-XXXX-2258,U834156,2023-12-25,CREDIT,ACTIVE,IN,LOW
C0000383,4901259590963833,XXXX-XXXX-XXXX-3833,U268446,2021-11-14,DEBIT,ACTIVE,SG,LOW
C0000384,4552246424319914,XXXX-XXXX-XXXX-9914,U290566,2023-06-23,CREDIT,ACTIVE,US,HIGH
C0000385,4497358291508194,XXXX-XXXX-XXXX-8194,U744661,2021-04-16,DEBIT,ACTIVE,SG,LOW
C0000386,4642318805367806,XXXX-XXXX-XXXX-7806,U516339,2023-03-06,DEBIT,ACTIVE,IN,MEDIUM
C0000387,4360171458324197,XXXX-XXXX-XXXX-4197,U118873,2021-01-20,CREDIT,ACTIVE,IN,LOW
C0000388,4368087715318081,XXXX-XXXX-XXXX-8081,U663542,2021-05-11,DEBIT,ACTIVE,SG,MEDIUM
C0000389,4254996312859122,XXXX-XXXX-XXXX-9122,U584416,2022-11-20,CREDIT,ACTIVE,IN,HIGH
C0000390,4585591745899092,XXXX-XXXX-XXXX-9092,U803318,2020-08-31,DEBIT,ACTIVE,US,LOW
C0000391,4519573397173772,XXXX-XXXX-XXXX-3772,U847341,2021-02-28,CREDIT,ACTIVE,CA,LOW
C0000392,4319669377916156,XXXX-XXXX-XXXX-6156,U364564,2022-07-24,CREDIT,ACTIVE,CA,LOW
C0000393,4548806927715433,XXXX-XXXX-XXXX-5433,U993217,2020-02-12,DEBIT,ACTIVE,IN,LOW
C0000394,4678301154086151,XXXX-XXXX-XXXX-6151,U772057,2021-02-25,CREDIT,ACTIVE,IN,LOW
C0000395,4458576549955165,XXXX-XXXX-XXXX-5165,U172352,2024-08-19,DEBIT,ACTIVE,GB,MEDIUM
C0000396,4545191585153701,XXXX-XXXX-XXXX-3701,U657923,2021-03-20,CREDIT,ACTIVE,SG,LOW
C0000397,4286988361996967,XXXX-XXXX-XXXX-6967,U419490,2020-05-10,DEBIT,ACTIVE,IN,LOW
C0000398,4165992001582046,XXXX-XXXX-XXXX-2046,U505980,2020-05-28,CREDIT,ACTIVE,US,LOW
C0000399,4818252953904023,XXXX-XXXX-XXXX-4023,U759755,2024-04-01,DEBIT,ACTIVE,SG,HIGH
C0000400,4411198365064362,XXXX-XXXX-XXXX-4362,U700656,2022-06-07,CREDIT,ACTIVE,IN,LOW
C0000401,4803752325524567,XXXX-XXXX-XXXX-4567,U807937,2023-02-06,DEBIT,ACTIVE,AE,LOW
C0000402,4772880862823114,XXXX-XXXX-XXXX-3114,U344023,2020-08-17,DEBIT,ACTIVE,AE,HIGH
C0000403,4350998774764942,XXXX-XXXX-XXXX-4942,U918437,2024-06-19,DEBIT,ACTIVE,US,LOW
C0000404,4560363454717141,XXXX-XXXX-XXXX-7141,U408341,2020-04-11,DEBIT,ACTIVE,US,MEDIUM
C0000405,4543476301512885,XXXX-XXXX-XXXX-2885,U729057,2022-06-04,DEBIT,ACTIVE,IN,MEDIUM
C0000406,4198387131733777,XXXX-XXXX-XXXX-3777,U744959,2023-11-05,CREDIT,ACTIVE,IN,MEDIUM
C0000407,4339337294107599,XXXX-XXXX-XXXX-7599,U930154,2023-09-19,CREDIT,ACTIVE,CA,LOW
C0000408,4813903934992340,XXXX-XXXX-XXXX-2340,U770121,2020-04-24,PREPAID,ACTIVE,US,LOW
C0000409,4762652257754528,XXXX-XXXX-XXXX-4528,U383446,2023-11-30,DEBIT,ACTIVE,IN,LOW
C0000410,4805803909045630,XXXX-XXXX-XXXX-5630,U905646,2022-10-29,CREDIT,ACTIVE,US,LOW
C0000411,4285193986440701,XXXX-XXXX-XXXX-0701,U548053,2022-03-13,CREDIT,ACTIVE,US,MEDIUM
C0000412,4745640659496946,XXXX-XXXX-XXXX-6946,U407240,2023-01-17,CREDIT,ACTIVE,US,LOW
C0000413,4783647391728005,XXXX-XXXX-XXXX-8005,U424119,2021-02-09,CREDIT,ACTIVE,US,HIGH
C0000414,4381300605323886,XXXX-XXXX-XXXX-3886,U888163,2021-02-03,CREDIT,ACTIVE,AE,LOW
C0000415,4943713933019869,XXXX-XXXX-XXXX-9869,U942385,2024-01-20,CREDIT,ACTIVE,IN,MEDIUM
C0000416,4709550217445595,XXXX-XXXX-XXXX-5595,U521564,2022-05-13,DEBIT,ACTIVE,US,HIGH
C0000417,4073602472568924,XXXX-XXXX-XXXX-8924,U370640,2021-02-28,DEBIT,ACTIVE,IN,LOW
C0000418,4990864041535259,XXXX-XXXX-XXXX-5259,U110926,2021-12-19,CREDIT,ACTIVE,IN,LOW
C0000419,4428391679375564,XXXX-XXXX-XXXX-5564,U328931,2023-06-13,CREDIT,ACTIVE,IN,MEDIUM
C0000420,4002707075608988,XXXX-XXXX-XXXX-8988,U368882,2020-12-02,DEBIT,ACTIVE,US,LOW
C0000421,4057105296255550,XXXX-XXXX-XXXX-5550,U331205,2023-04-16,CREDIT,ACTIVE,AE,LOW
C0000422,4764808608952131,XXXX-XXXX-XXXX-2131,U424508,2022-03-16,DEBIT,ACTIVE,US,LOW
C0000423,4945942252977827,XXXX-XXXX-XXXX-7827,U131572,2023-05-15,CREDIT,ACTIVE,SG,MEDIUM
C0000424,4869675086689062,XXXX-XXXX-XXXX-9062,U728585,2022-06-12,CREDIT,ACTIVE,SG,LOW
C0000425,4587473157646741,XXXX-XXXX-XXXX-6741,U124131,2020-05-03,PREPAID,ACTIVE,US,MEDIUM
C0000426,4990992842818164,XXXX-XXXX-XXXX-8164,U245604,2021-05-24,CREDIT,ACTIVE,GB,LOW
C0000427,4656036485967995,XXXX-XXXX-XXXX-7995,U599248,2022-05-23,DEBIT,ACTIVE,IN,LOW
C0000428,4637782205320925,XXXX-XXXX-XXXX-0925,U416269,2021-06-18,CREDIT,ACTIVE,US,HIGH
C0000429,4453873854142166,XXXX-XXXX-XXXX-2166,U585100,2023-11-21,DEBIT,ACTIVE,CA,MEDIUM
C0000430,4579655277870817,XXXX-XXXX-XXXX-0817,U664088,2023-12-16,CREDIT,ACTIVE,CA,LOW
C0000431,4608760613043532,XXXX-XXXX-XXXX-3532,U506044,2022-10-09,DEBIT,ACTIVE,IN,MEDIUM
C0000432,4183809035307972,XXXX-XXXX-XXXX-7972,U249177,2020-02-07,CREDIT,ACTIVE,IN,LOW
C0000433,4476165586740449,XXXX-XXXX-XXXX-0449,U569227,2021-04-25,CREDIT,ACTIVE,SG,LOW
C0000434,4679136096766749,XXXX-XXXX-XXXX-6749,U148648,2024-02-02,PREPAID,ACTIVE,US,LOW
C0000435,4830608125169558,XXXX-XXXX-XXXX-9558,U569860,2023-06-05,DEBIT,ACTIVE,US,MEDIUM
C0000436,4683833531927583,XXXX-XXXX-XXXX-7583,U678850,2024-06-08,DEBIT,ACTIVE,IN,MEDIUM
C0000437,4380714329986498,XXXX-XXXX-XXXX-6498,U589508,2022-01-15,DEBIT,ACTIVE,US,LOW
C0000438,4064200754265873,XXXX-XXXX-XXXX-5873,U790755,2023-05-07,DEBIT,ACTIVE,AE,LOW
C0000439,4536147580363764,XXXX-XXXX-XXXX-3764,U346298,2024-05-16,CREDIT,ACTIVE,GB,LOW
C0000440,4414426840939799,XXXX-XXXX-XXXX-9799,U572754,2020-12-30,DEBIT,ACTIVE,IN,LOW
C0000441,4651345569333177,XXXX-XXXX-XXXX-3177,U369804,2024-05-01,DEBIT,ACTIVE,US,LOW
C0000442,4249549221804332,XXXX-XXXX-XXXX-4332,U206636,2024-02-06,DEBIT,ACTIVE,US,LOW
C0000443,4124871618692167,XXXX-XXXX-XXXX-2167,U275251,2020-06-08,CREDIT,ACTIVE,US,LOW
C0000444,4024224925714093,XXXX-XXXX-XXXX-4093,U947229,2021-11-07,DEBIT,ACTIVE,CA,LOW
C0000445,4645456102891083,XXXX-XXXX-XXXX-1083,U589691,2024-08-04,DEBIT,ACTIVE,IN,LOW
C0000446,4420071243725625,XXXX-XXXX-XXXX-5625,U445556,2022-01-13,DEBIT,BLOCKED,IN,LOW
C0000447,4299289679069312,XXXX-XXXX-XXXX-9312,U633650,2020-04-07,PREPAID,ACTIVE,GB,LOW
C0000448,4533381523955167,XXXX-XXXX-XXXX-5167,U706161,2020-07-19,DEBIT,ACTIVE,AE,LOW
C0000449,4277877088624562,XXXX-XXXX-XXXX-4562,U800324,2024-08-25,DEBIT,ACTIVE,US,LOW
C0000450,4589782553491692,XXXX-XXXX-XXXX-1692,U715599,2021-11-30,DEBIT,ACTIVE,US,LOW
